WORD,POS,FREQ,RANK,SOURCE,CATEGORY,STUDIED
丸,NA,NA,NA,LCH,shape
口,Nf,429,64.86,LCH,dispositional
口,Na,346,67.32,LCH
介,NA,NA,NA,LCH,animal
匹,Nf,73,82.05,LCH,animal
支,Nf,548,61.74,LCH,function
片,Nf,987,53.73,LCH,shape,V
片,Na,170,74.62,LCH
只,Nf,99,79.45,LCH,function
台,Nf,264,70.13,LCH,function
台,Na,9,94.43,LCH
本,Nf,757,57.16,LCH,function
本,Na,41,86.37,LCH
件,Nf,1651,47.12,LCH,function
件,Na,17,91.63,LCH
名,Nf,2263,43.34,LCH,animal
名,Na,345,67.34,LCH
曲,Na,35,87.41,LCH
曲,Nf,30,88.41,LCH,function
朵,Nf,114,78.31,LCH,shape
位,Nf,6015,31.92,LCH,human
位,Na,29,88.6,LCH
尾,Na,62,83.3,LCH
尾,Nf,24,89.74,LCH,animal
把,Nf,398,65.71,LCH,function
具,Nf,99,79.44,LCH,shape
卷,Nf,83,80.92,LCH,shape
卷,Na,14,92.54,LCH
宗,Nf,59,83.7,LCH,function
所,Nf,372,66.54,LCH,function
枚,Nf,145,76.12,LCH,shape
枝,Nf,72,82.15,LCH,shape,V
枝,Na,30,88.39,LCH
則,Nf,167,74.8,LCH,function
封,Nf,184,73.82,LCH,shape
架,Nf,145,76.12,LCH,function
架,Na,28,88.79,LCH
柄,Na,29,88.57,LCH
柄,Nf,21,90.46,LCH,function
面,Na,350,67.19,LCH
面,Nf,265,70.08,LCH,shape,V
首,Nf,515,62.6,LCH,function
首,Na,26,89.21,LCH
個,Nf,41077,11.64,LCH,dispositional,V
員,Nf,62,83.27,LCH,animal
員,Na,29,88.56,LCH
家,Nf,1842,45.28,LCH,function
家,Na,39,86.66,LCH
座,Nf,965,54.13,LCH,shape
座,Na,18,91.24,LCH
根,Nf,327,67.98,LCH,shape,V
根,Na,168,74.72,LCH
起,Nf,72,82.13,LCH,function
隻,Nf,1209,50.65,LCH,animal
張,Nf,1019,53.34,LCH,shape,V
條,Nf,1724,46.54,LCH,dispositional,V
粒,Nf,85,80.7,LCH,shape,V
頂,Nf,45,85.66,LCH,shape
頂,Na,21,90.41,LCH
尊,Nf,43,85.97,LCH,shape
尊,Na,19,90.92,LCH
幀,Nf,14,92.42,LCH,shape
幅,Nf,323,68.08,LCH,shape
棟,Nf,207,72.56,LCH,function
棟,Na,4,96.66,LCH
棵,Nf,239,71.13,LCH,planet
發,Nf,29,88.52,LCH,function
間,Nf,392,65.86,LCH,function
塊,Nf,1043,53.03,LCH,shape
塊,Na,7,95.09,LCH
盞,Nf,45,85.64,LCH,function
節,Nf,193,73.27,LCH,shape
節,Na,11,93.42,LCH
葉,Na,123,77.58,LCH
葉,Nf,20,90.63,LCH,shape
管,Na,38,86.78,LCH
篇,Nf,528,62.16,LCH,function
篇,Na,21,90.35,LCH
輛,Nf,300,68.79,LCH,function
艘,Nf,160,75.17,LCH,function
錠,NA,NA,NA,LCH,shape
頭,Na,834,55.87,LCH
頭,Nf,231,71.47,LCH,animal
顆,Nf,456,64.13,LCH,shape,V
點,Nf,1769,45.86,LCH,shape
點,Na,190,73.43,LCH,
題,Nf,117,78.01,LCH,function
題,Na,20,90.58,LCH
瓣,Nf,10,93.72,LCH,shape
齣,Nf,81,81.05,LCH,function
